ref,company,company_location,review_date,country_of_bean_origin,specific_bean_origin_or_bar_name,cocoa_percent,rating,counts_of_ingredients,beans,cocoa_butter,vanilla,lecithin,salt,sugar,sweetener_without_sugar,first_taste,number_of_tastes
1812,Eau de Rose,Canada,2016,Colombia,Tumaco,70.0,3.25,3,1,1,0,0,0,1,0,dried fruit,2
1812,Eau de Rose,Canada,2016,Colombia,Arauca,70.0,3.25,3,1,1,0,0,0,1,0,mild,3
919,Eclat (Felchlin),U.S.A,2012,Peru,"Maranon, Good & Evil, w/ nibs",72.0,2.75,3,1,1,0,0,0,1,0,buttery,2
2358,Eclat (Fruition),U.S.A,2019,Peru,"NOE, nacional/criollo, batch 1",80.0,3.5,2,1,0,0,0,0,1,0,nutty,2
1876,Edelmond,Germany,2016,Venezuela,Porcelana,68.0,3.0,2,1,0,0,0,0,1,0,dry,4
252,El Ceibo,Bolivia,2008,Bolivia,Alto Beni,71.0,2.75,4,1,1,0,1,0,1,0,lemon,4
709,El Ceibo,Bolivia,2011,Bolivia,"Alto Beni, Covendo Region",75.0,3.75,4,1,1,0,1,0,1,0,nutty,3
32,El Rey,Venezuela,2006,Venezuela,"Carenero Superior, Gran Saman",70.0,2.75,5,1,1,1,1,0,1,0,gritty,4
206,El Rey,Venezuela,2008,Venezuela,"Carenero Superior, Mijao",61.0,3.0,5,1,1,1,1,0,1,0,muted,3
206,El Rey,Venezuela,2008,Venezuela,"Carenero Superior, Apamate",74.0,2.5,5,1,1,1,1,0,1,0,sandy,3
206,El Rey,Venezuela,2008,Venezuela,"Carenero Superior, Bucare",58.0,2.5,5,1,1,1,1,0,1,0,gritty,4
439,El Rey,Venezuela,2009,Venezuela,"Rio Caribe, Macuro",70.0,3.0,5,1,1,1,1,0,1,0,sandy,4
439,El Rey,Venezuela,2009,Venezuela,"Rio Caribe, Cariaco",60.5,2.75,5,1,1,1,1,0,1,0,very sweet,2
1662,El Rey,Venezuela,2015,Venezuela,San Joaquin,70.0,3.75,5,1,1,1,1,0,1,0,spicy,3
2382,Eldora,U.S.A,2019,Guatemala,"Polochic, batch 711",70.0,3.5,3,1,1,0,0,0,1,0,cocoa,2
1137,Emerald Estate,St. lucia,2013,St. lucia,Emerald Estate,70.0,3.25,2,1,0,0,0,0,1,0,sandy,3
1137,Emerald Estate,St. lucia,2013,St. lucia,Emerald Estate,60.0,2.75,2,1,0,0,0,0,1,0,low refinement,2
1454,Emily's,Japan,2015,Peru,Peru,78.0,3.5,3,1,1,0,0,0,1,0,brownine,2
1450,Emily's,Japan,2015,Venezuela,Patanemo,79.0,3.0,3,1,1,0,0,0,1,0,coarse,3
2108,Encuentro,France,2018,Haiti,Pisa w/ nibs,70.0,3.5,2,1,0,0,0,0,1,0,simple,3
2108,Encuentro,France,2018,Guatemala,Asochivite,70.0,3.5,2,1,0,0,0,0,1,0,spicy,2
2118,Encuentro,France,2018,Madagascar,Bejofo,70.0,3.5,2,1,0,0,0,0,1,0,fruity,2
2114,Encuentro,France,2018,Dominican republic,Oko Caribe,70.0,3.25,2,1,0,0,0,0,1,0,earthy,3
1916,ENNA,U.S.A,2016,Honduras,"Wampusirpi, batch 007",75.0,3.25,2,1,0,0,0,0,1,0,carrots,2
2198,ENNA,U.S.A,2018,Vietnam,"Ben Tre, batch 77",72.0,3.0,2,1,0,0,0,0,1,0,intens,4
2350,ENNA,U.S.A,2019,Trinidad,"Maiden Voyage Estate, Herbert Pasqual",72.0,3.5,3,1,1,0,0,0,1,0,muddy,4
2350,ENNA,U.S.A,2019,Tanzania,Kokoa Kamili,80.0,3.0,3,1,1,0,0,0,1,0,fruit,2
2350,ENNA,U.S.A,2019,Sierra leone,Gola Rainforest,70.0,2.5,3,1,1,0,0,0,1,0,dirty,4
1205,Erithaj (A. Morin),France,2014,Vietnam,Ben Tre,70.0,3.25,3,1,1,0,0,0,1,0,spicy,4
1209,Erithaj (A. Morin),France,2014,Vietnam,"Ba Lai, Mekong Delta",74.0,3.25,3,1,1,0,0,0,1,0,grit,4
1209,Erithaj (A. Morin),France,2014,Vietnam,Ham Luong,80.0,3.0,3,1,1,0,0,0,1,0,mild bitter,3
252,Escazu,U.S.A,2008,Venezuela,Ocumare,72.0,3.0,4,1,1,1,0,0,1,0,woody,2
423,Escazu,U.S.A,2009,Venezuela,Carenero Superior,81.0,3.5,4,1,1,1,0,0,1,0,hazelnut,3
431,Escazu,U.S.A,2009,Blend,"Carenero, Guapiles, Ocumare blend",74.0,2.75,4,1,1,1,0,0,1,0,sweet,3
414,Escazu,U.S.A,2009,Costa rica,Guapiles,65.0,2.0,4,1,1,1,0,0,1,0,sticky,3
903,Escazu,U.S.A,2012,Venezuela,Rio Caribe,70.0,2.75,4,1,1,1,0,0,1,0,nutty,3
666,Ethel's Artisan (Mars),U.S.A,2011,Blend,Red Vanilla,62.0,2.75,4,1,1,1,0,0,1,0,sweet,3
666,Ethel's Artisan (Mars),U.S.A,2011,Blend,"Peru, Madagascar",55.0,2.5,4,1,1,1,0,0,1,0,gritty,3
666,Ethel's Artisan (Mars),U.S.A,2011,Trinidad,Trinidad,55.0,2.5,4,1,1,1,0,0,1,0,grits,3
666,Ethel's Artisan (Mars),U.S.A,2011,Venezuela,Porcelana,70.0,2.5,4,1,1,1,0,0,1,0,strong vanilla,3
672,Ethel's Artisan (Mars),U.S.A,2011,Blend,"Venezuela, Trinidad",62.0,2.5,4,1,1,1,0,0,1,0,gritty,4
1275,Ethereal,U.S.A,2014,Dominican republic,Dominican Republic,80.0,3.75,3,1,1,0,0,0,1,0,coarse,3
1275,Ethereal,U.S.A,2014,Ecuador,Ecuador,80.0,3.5,3,1,1,0,0,0,1,0,spicy,3
1275,Ethereal,U.S.A,2014,Belize,Belize,80.0,3.0,3,1,1,0,0,0,1,0,mild fruit,2
2142,Ethereal,U.S.A,2018,Guatemala,Guatemala,80.0,3.5,3,1,1,0,0,0,1,0,prominent plum note,1
2450,Exquisito,U.S.A,2019,Peru,"Maranon, Fortunato",73.0,3.0,3,1,1,0,0,0,1,0,dominated by heavy roast,1
565,Fearless (AMMA),U.S.A,2010,Brazil,"Monte Alegre, D. Badaro, Raw, Organic",75.0,2.75,2,1,0,0,0,0,1,0,perfume,3
1732,Feitoria Cacao,Portugal,2016,Jamaica,Blue Mountain,76.0,3.0,2,1,0,0,0,0,1,0,roasty,3
1736,Feitoria Cacao,Portugal,2016,Belize,Maya Mountain,76.0,2.75,2,1,0,0,0,0,1,0,metallic,3
1736,Feitoria Cacao,Portugal,2016,Venezuela,Cuyagua,76.0,2.5,2,1,0,0,0,0,1,0,fatty,4
56,Felchlin,Switzerland,2006,Bolivia,"Alto Beni, Cru Savage",68.0,4.0,5,1,1,1,1,0,1,0,complex,3
48,Felchlin,Switzerland,2006,Ecuador,Arriba,72.0,3.5,5,1,1,1,1,0,1,0,fatty,4
48,Felchlin,Switzerland,2006,Madagascar,"Madagascar, Grand Cru",64.0,3.0,5,1,1,1,1,0,1,0,basic cocoa,2
48,Felchlin,Switzerland,2006,Venezuela,Maracaibo Clasificado,65.0,3.0,5,1,1,1,1,0,1,0,creamy,3
105,Felchlin,Switzerland,2006,Dominican republic,Elvesia P.,74.0,3.0,5,1,1,1,1,0,1,0,creamy,3
105,Felchlin,Switzerland,2006,Blend,Supremo- SF,62.0,2.0,5,1,1,1,1,0,1,0,malitol,2
494,Felchlin,Switzerland,2010,Grenada,Grenada,58.0,3.5,5,1,1,1,1,0,1,0,spicey,2
1283,Finca,U.S.A,2014,Dominican republic,Dominican Republic,70.0,3.25,3,1,1,0,0,0,1,0,sandy,3
1283,Finca,U.S.A,2014,Dominican republic,Dominican Republic,80.0,3.0,3,1,1,0,0,0,1,0,molasses,3
1287,Finca,U.S.A,2014,Dominican republic,Dominican Republic,85.0,2.5,3,1,1,0,0,0,1,0,intense,3
1283,Finca,U.S.A,2014,Puerto rico,Puerto Rico,65.0,2.25,3,1,1,0,0,0,1,0,intense,3
2486,Finnia,Canada,2020,Blend,"Ucayali (Peru), Papua New G., Tabasco (Mexico)",70.0,3.25,3,1,1,0,0,0,1,0,fruit,3
2478,Finnia,Canada,2020,Mexico,Mexico,70.0,3.0,3,1,1,0,0,0,1,0,banana,4
2474,Finnia,Canada,2020,Honduras,Honduras,70.0,2.75,3,1,1,0,0,0,1,0,off,3
2482,Finnia,Canada,2020,Colombia,"Chigorodo, batch 001",70.0,2.75,3,1,1,0,0,0,1,0,nutty,3
2398,Firetree,U.k.,2019,Vanuatu,Malekula Island,72.0,3.75,4,1,1,0,1,0,1,0,cherry,3
2394,Firetree,U.k.,2019,Papua new guinea,Karkar Island,72.0,3.5,4,1,1,0,1,0,1,0,caramel,3
2398,Firetree,U.k.,2019,Solomon islands,Guadalcanal,69.0,3.5,4,1,1,0,1,0,1,0,plums,2
2398,Firetree,U.k.,2019,Philippines,Mindanao Island,73.0,3.25,4,1,1,0,1,0,1,0,creamy,3
2150,Five (5)Mile,U.S.A,2018,Dominican republic,"Oko Caribe, San Fran. De Mac.,batch A",75.0,3.5,2,1,0,0,0,0,1,0,roasty,2
2154,Five (5)Mile,U.S.A,2018,Colombia,"Tumaco, batch 23abc",75.0,3.0,2,1,0,0,0,0,1,0,high acidity,3
2154,Five (5)Mile,U.S.A,2018,Belize,"Maya Mtn, batch 7C",75.0,2.75,2,1,0,0,0,0,1,0,hammy,2
2154,Five (5)Mile,U.S.A,2018,Guatemala,"Monte Grande, batch 18",75.0,2.75,2,1,0,0,0,0,1,0,hammy,2
2206,FJAK,Norway,2018,India,Goground,68.0,3.5,3,1,1,0,0,0,1,0,muted,2
2206,FJAK,Norway,2018,Tanzania,Kokoa Kamili,70.0,3.5,3,1,1,0,0,0,1,0,fruit,2
2202,FJAK,Norway,2018,Madagascar,Bejofo,70.0,3.0,3,1,1,0,0,0,1,0,molasses,2
1267,Forever Cacao,U.k.,2014,Peru,Rio Eni,72.0,2.75,3,1,1,0,0,0,0,1,coconut,2
1776,Forteza (Cortes),Puerto rico,2016,Dominican republic,Dominican Republic,70.0,2.75,6,1,1,1,1,1,1,0,strong vanilla,3
1776,Forteza (Cortes),Puerto rico,2016,Dominican republic,Puerto Rico,80.0,2.75,6,1,1,1,1,1,1,0,vanilla,3
1776,Fossa,Singapore,2016,Tanzania,"Kokoa Kamili Coop, Kilombero",67.0,3.75,2,1,0,0,0,0,1,0,gummy,3
1776,Fossa,Singapore,2016,Ecuador,"Camino Verde P., Balao, Guayas",75.0,3.5,2,1,0,0,0,0,1,0,sticky,2
1772,Fossa,Singapore,2016,Madagascar,"Akesson's E., Sambirano V.",70.0,2.75,2,1,0,0,0,0,1,0,gummy,3
2072,Fossa,Singapore,2018,Haiti,Pisa,68.0,3.5,2,1,0,0,0,0,1,0,roasty,3
2072,Fossa,Singapore,2018,Philippines,Davao,70.0,3.25,2,1,0,0,0,0,1,0,sandy,3
2072,Fossa,Singapore,2018,Bolivia,Alto Beni,70.0,3.0,2,1,0,0,0,0,1,0,nuts,2
2072,Fossa,Singapore,2018,Indonesia,"Pak Eddy Farm, Yogyakarta Region",70.0,3.0,2,1,0,0,0,0,1,0,sandy,3
2076,Fossa,Singapore,2018,Dominican republic,Oko Caribe,72.0,2.75,2,1,0,0,0,0,1,0,coffee,3
2430,Fossa,Singapore,2019,Madagascar,"Ottange Farm, Mava Plantation, Sambirano",70.0,3.5,2,1,0,0,0,0,1,0,roasted nuts,3
2430,Fossa,Singapore,2019,Mexico,"Finca La Rioja E., Cacahoatan, Chiapas, microlot",70.0,3.0,2,1,0,0,0,0,1,0,sticky,3
2322,Foundry,New zealand,2019,Ecuador,"Camino Verde, 2017 h., batch EC019",70.0,3.75,2,1,0,0,0,0,1,0,floral,3
2326,Foundry,New zealand,2019,Peru,"Ucayali, 2017 h., batch PU024",70.0,3.75,2,1,0,0,0,0,1,0,fig,2
2318,Foundry,New zealand,2019,Tanzania,"Kilombero Valley, 2017 h., batch TK020",70.0,3.25,2,1,0,0,0,0,1,0,nutty,3
2318,Foundry,New zealand,2019,Papua new guinea,"Kulkul P., Karkar Island, 2018 h., batch PK019",70.0,3.0,2,1,0,0,0,0,1,0,off,4
2322,Foundry,New zealand,2019,Bolivia,"Alto Beni, 2017 h.",70.0,3.0,2,1,0,0,0,0,1,0,honey,3
2322,Foundry,New zealand,2019,Vanuatu,"Masidau Farm, batch VM021",70.0,3.0,2,1,0,0,0,0,1,0,fruit,3
2322,Foundry,New zealand,2019,Colombia,"Tumaco, 2017 h., batch U022",70.0,3.0,2,1,0,0,0,0,1,0,dirty,3
911,Franceschi,Venezuela,2012,Venezuela,Canoabo,70.0,3.75,3,1,1,0,0,0,1,0,nutty,2
915,Franceschi,Venezuela,2012,Venezuela,Sur del Lago,60.0,3.5,3,1,1,0,0,0,1,0,grits,3
1355,Franceschi,Venezuela,2014,Venezuela,"Ocumare, batch 210414",70.0,3.75,3,1,1,0,0,0,1,0,caramel,2
1355,Franceschi,Venezuela,2014,Venezuela,"Choroni, batch 210414",70.0,3.5,3,1,1,0,0,0,1,0,intense,3
2118,Franceschi,Venezuela,2018,Venezuela,"Cuyagua, batch 4, lot DC2.3",72.0,3.5,2,1,0,0,0,0,1,0,nutty,1
2100,Franceschi,Venezuela,2018,Venezuela,"Carenero, Miranda",70.0,3.25,3,1,1,0,0,0,1,0,dried fruit,2
2100,Franceschi,Venezuela,2018,Venezuela,"Sur del Lago, Zulia",70.0,3.0,3,1,1,0,0,0,1,0,large grits,1
2122,Franceschi,Venezuela,2018,Venezuela,"Chuao, batch 4, Lot DH17",85.0,3.0,2,1,0,0,0,0,1,0,sl. dry,4
2044,Franceschi,Venezuela,2018,Venezuela,Rio Caribe,60.0,2.5,4,1,1,0,1,0,1,0,large grits,2
1351,Frederic Blondeel,Belgium,2014,Ghana,Ghana,60.0,3.5,4,1,1,0,1,0,1,0,coarse,3
1351,Frederic Blondeel,Belgium,2014,Madagascar,Madagascar,65.0,3.5,4,1,1,0,1,0,1,0,banana,1
1538,Frederic Blondeel,Belgium,2015,Costa rica,Costa Rica,70.0,3.5,4,1,1,0,1,0,1,0,few grits,3
1538,Frederic Blondeel,Belgium,2015,Peru,Peru Brutus,75.0,3.5,4,1,1,0,1,0,1,0,very coarse,3
1542,Frederic Blondeel,Belgium,2015,Vietnam,Vietnam,80.0,3.0,4,1,1,0,1,0,1,0,intense,3
781,French Broad,U.S.A,2011,Peru,"Maranon Canyon, Fortunato No. 4",70.0,3.5,2,1,0,0,0,0,1,0,coarse,3
785,French Broad,U.S.A,2011,Dominican republic,La Red,65.0,3.5,2,1,0,0,0,0,1,0,choco covered strawberry,1
883,French Broad,U.S.A,2012,Peru,"Palo Blanco, Chulucanas, b. 120725A",66.0,3.5,2,1,0,0,0,0,0,1,olive,2
883,French Broad,U.S.A,2012,Peru,"Tumbes Coop, batch 120724M",70.0,2.5,2,1,0,0,0,0,1,0,fruit,2
887,French Broad,U.S.A,2012,Peru,"Palo Blanco w/ panela, Chulucanas, b. 120725A",81.0,2.0,2,1,0,0,0,0,0,1,sandpaper,3
1042,French Broad,U.S.A,2013,Peru,"Palo Blanco, Chulucanas",66.0,3.5,2,1,0,0,0,0,1,0,spice,3
1295,French Broad,U.S.A,2014,Nicaragua,Matagalpa,68.0,3.25,2,1,0,0,0,0,1,0,sweet,2
1209,French Broad,U.S.A,2014,Costa rica,San Andres,80.0,3.0,2,1,0,0,0,0,1,0,mild bitter,3
1634,French Broad,U.S.A,2015,Guatemala,Guatemala,73.0,3.5,2,1,0,0,0,0,1,0,roasty,3
1940,French Broad,U.S.A,2017,Peru,"Norandino, batch 161208",70.0,3.5,2,1,0,0,0,0,1,0,slight dry,3
2430,French Broad,U.S.A,2019,India,"Animalai, batch 1063",71.0,3.25,3,1,1,0,0,0,1,0,tea,3
370,Fresco,U.S.A,2009,Venezuela,"Carenero Superior, #203, MR, SC",65.0,3.5,3,1,1,0,0,0,1,0,complex,3
370,Fresco,U.S.A,2009,Jamaica,"Jamaica, #205, DR, MC",70.0,3.25,3,1,1,0,0,0,1,0,creamy,3
370,Fresco,U.S.A,2009,Jamaica,"Jamaica, #206, DR, LC",70.0,3.0,3,1,1,0,0,0,1,0,creamy,3
370,Fresco,U.S.A,2009,Jamaica,"Jamaica, #204, DR, SC",80.0,2.75,3,1,1,0,0,0,1,0,slightly burnt,2
745,Fresco,U.S.A,2011,Venezuela,"Chuao, #217, DR, MC, batch 11-021",70.0,4.0,3,1,1,0,0,0,1,0,tart,2
642,Fresco,U.S.A,2011,Dominican republic,"Conacado, #212, LR, SC",72.0,3.5,3,1,1,0,0,0,1,0,red berry,2
642,Fresco,U.S.A,2011,Jamaica,"Jamaica, #210, DR, MC",70.0,3.5,3,1,1,0,0,0,1,0,woody,3
642,Fresco,U.S.A,2011,Jamaica,"Jamaica, #209, DR, SC",70.0,3.25,3,1,1,0,0,0,1,0,grassy,3
682,Fresco,U.S.A,2011,Dominican republic,"Conacado, #213, DR, -C",72.0,3.25,3,1,1,0,0,0,1,0,spicy,2
745,Fresco,U.S.A,2011,Venezuela,"Chuao, #218, MR, MC, batch 11-020",76.0,3.25,3,1,1,0,0,0,1,0,bready,4
688,Fresco,U.S.A,2011,Madagascar,"Sambirano Valley, #215, MR, MC",74.0,3.0,3,1,1,0,0,0,1,0,sandy,3
636,Fresco,U.S.A,2011,Ghana,"Ghana, #211, MR, MC",74.0,2.75,3,1,1,0,0,0,1,0,mild bitter,3
682,Fresco,U.S.A,2011,Madagascar,"Sambirano Valley, #214, LR, MC",74.0,2.75,3,1,1,0,0,0,1,0,woody,3
915,Fresco,U.S.A,2012,Madagascar,"Sambirano Valley, #216, MR, LC",74.0,4.0,3,1,1,0,0,0,1,0,caramel,3
927,Fresco,U.S.A,2012,Papua new guinea,"Markham Valley, #220, MR, MC",69.0,4.0,2,1,0,0,0,0,1,0,tart,3
899,Fresco,U.S.A,2012,Papua new guinea,"Markham Valley, #219, LR, MC",69.0,3.5,2,1,0,0,0,0,1,0,mild smoke and fruit,1
899,Fresco,U.S.A,2012,Papua new guinea,"Markham Valley, #221, DR, MC",69.0,3.5,2,1,0,0,0,0,1,0,smoke,4
931,Fresco,U.S.A,2012,Papua new guinea,"Markham Valley, #222, LR, 0C",69.0,3.0,2,1,0,0,0,0,1,0,sandy,3
1149,Fresco,U.S.A,2013,Peru,"Bellavista Coop, #225, LR, MC, CG Exclusive",70.0,4.0,3,1,1,0,0,0,1,0,chocolate covered banana,1
1081,Fresco,U.S.A,2013,Dominican republic,"Conacado, #224, MR, MC, batch 13-061",72.0,3.75,3,1,1,0,0,0,1,0,blackberries,3
1117,Fresco,U.S.A,2013,Peru,"San Martin, Bellavista Coop, #226, DR, MC",70.0,3.75,3,1,1,0,0,0,1,0,cocoa and fresh grapes,1
1030,Fresco,U.S.A,2013,Dominican republic,"Conacado, #223, MR, SC, batch 13-051",72.0,3.25,3,1,1,0,0,0,1,0,mildly burnt caramel,1
1383,Fresco,U.S.A,2014,Peru,"Maranon, #227, LR, MC",70.0,3.5,3,1,1,0,0,0,1,0,orange,2
1383,Fresco,U.S.A,2014,Peru,"Maranon, #229, MR, LC",70.0,3.5,3,1,1,0,0,0,1,0,fruity,3
1387,Fresco,U.S.A,2014,Peru,"Maranon, #230, DR, LC",70.0,3.5,3,1,1,0,0,0,1,0,slow develop,3
1383,Fresco,U.S.A,2014,Peru,"Maranon, #228, MR, SC",70.0,3.0,3,1,1,0,0,0,1,0,light color,2
2024,Fresco,U.S.A,2017,Guatemala,"Polochic Valley, MR, LC, batch 17-189",70.0,3.75,3,1,1,0,0,0,1,0,long lasting,3
2024,Fresco,U.S.A,2017,Guatemala,"Polochic Valley, LR, LC, batch 17-203",70.0,3.5,3,1,1,0,0,0,1,0,rich cocoa,3
2028,Fresco,U.S.A,2017,Guatemala,"Polochic Valley, DR, LC, batch 17-201",70.0,3.5,3,1,1,0,0,0,1,0,rich cocoa,2
2174,Fresco,U.S.A,2018,Venezuela,Carupano Pintao,72.0,3.5,3,1,1,0,0,0,1,0,complex,4
2174,Fresco,U.S.A,2018,Venezuela,"Chuao, MR, SC, batch 18-224",72.0,3.25,3,1,1,0,0,0,1,0,roasty,2
2000,Fresh Coast,U.S.A,2017,Tanzania,"Kokoa Kamili, Kilombero District",70.0,3.75,2,1,0,0,0,0,1,0,creamy,3
2000,Fresh Coast,U.S.A,2017,Brazil,"Fazenda Camboa, Bahia",70.0,3.5,2,1,0,0,0,0,1,0,creamy,2
1375,Fresh Coast aka Just Good Choc.,U.S.A,2014,Peru,Peru,70.0,4.0,2,1,0,0,0,0,1,0,banana,3
1375,Fresh Coast aka Just Good Choc.,U.S.A,2014,Belize,Belize,70.0,3.5,2,1,0,0,0,0,1,0,spice,3
1375,Fresh Coast aka Just Good Choc.,U.S.A,2014,Madagascar,Madagascar,70.0,3.5,2,1,0,0,0,0,1,0,strong fruit,3
1912,Friis Holm,Denmark,2016,Nicaragua,"Rugoso, Bad Fermentation",70.0,3.5,2,1,0,0,0,0,1,0,vegetal,3
1956,Friis Holm,Denmark,2017,Nicaragua,Barba,70.0,3.75,3,1,1,0,0,0,1,0,creamy,3
2126,Friis Holm,Denmark,2018,Guatemala,Indio Rojo,70.0,4.0,3,1,1,0,0,0,1,0,honey,2
2130,Friis Holm,Denmark,2018,Nicaragua,"Rugoso, Bad Fermentation",70.0,4.0,3,1,1,0,0,0,1,0,banana,3
2122,Friis Holm,Denmark,2018,Nicaragua,Johe,70.0,3.75,3,1,1,0,0,0,1,0,strong cocoa,2
2126,Friis Holm,Denmark,2018,Nicaragua,Medagla,70.0,3.75,3,1,1,0,0,0,1,0,cocoa,2
2130,Friis Holm,Denmark,2018,Nicaragua,Nicaliso,70.0,3.75,3,1,1,0,0,0,1,0,black pepper,2
2122,Friis Holm,Denmark,2018,Nicaragua,"O'Payo, Wasalala Co-op",68.0,3.5,3,1,1,0,0,0,1,0,unique flavor,2
2130,Friis Holm,Denmark,2018,Nicaragua,"Chuno, 3x turned",70.0,3.5,3,1,1,0,0,0,1,0,delicate,2
2126,Friis Holm,Denmark,2018,Nicaragua,"La Dalia, Lazy Growers Blend",70.0,3.25,3,1,1,0,0,0,1,0,woody,3
2134,Friis Holm,Denmark,2018,Nicaragua,Rugoso,70.0,3.25,3,1,1,0,0,0,1,0,high acidity,2
2126,Friis Holm,Denmark,2018,Nicaragua,"La Dalia, Lazy Growers Blend",60.0,3.0,3,1,1,0,0,0,1,0,sweet,2
2130,Friis Holm,Denmark,2018,Nicaragua,"Chuno, 2x turned",70.0,3.0,3,1,1,0,0,0,1,0,floral,2
623,Friis Holm (Bonnat),Denmark,2011,Nicaragua,"Chuno, Xoco",70.0,3.5,3,1,1,0,0,0,1,0,tobacco,3
623,Friis Holm (Bonnat),Denmark,2011,Nicaragua,"Nicaliso, Xoco",70.0,3.5,3,1,1,0,0,0,1,0,roasty,3
623,Friis Holm (Bonnat),Denmark,2011,Nicaragua,"Johe, Xoco",70.0,3.25,3,1,1,0,0,0,1,0,fatty,3
923,Friis Holm (Bonnat),Denmark,2012,Nicaragua,"Rugoso, Xoco",70.0,3.75,3,1,1,0,0,0,1,0,oily,3
895,Friis Holm (Bonnat),Denmark,2012,Nicaragua,"Chuno, triple turned, Xoco",70.0,3.25,3,1,1,0,0,0,1,0,intense olive,3
899,Friis Holm (Bonnat),Denmark,2012,Honduras,"Red Mayan, Xoco",70.0,3.25,3,1,1,0,0,0,1,0,spicy,2
899,Friis Holm (Bonnat),Denmark,2012,Nicaragua,"Chuno, double turned, Xoco",70.0,3.25,3,1,1,0,0,0,1,0,oily,3
1034,Friis Holm (Bonnat),Denmark,2013,Nicaragua,"Medagla, Xoco",70.0,3.5,3,1,1,0,0,0,1,0,baked bread,1
1034,Friis Holm (Bonnat),Denmark,2013,Nicaragua,"Barba, Xoco",70.0,3.25,3,1,1,0,0,0,1,0,oily,2
1259,Friis Holm (Bonnat),Denmark,2014,Nicaragua,La Dalia,70.0,3.5,3,1,1,0,0,0,1,0,mild fatty,3
1680,Friis Holm (Bonnat),Denmark,2015,Nicaragua,La Dalia,85.0,3.25,3,1,1,0,0,0,1,0,oily,3
1680,Friis Holm (Bonnat),Denmark,2015,Nicaragua,La Dalia,60.0,3.0,3,1,1,0,0,0,1,0,oily,4
753,Fruition,U.S.A,2011,Costa rica,Signature Blend,66.0,3.25,3,1,1,0,0,0,1,0,cocoa,3
781,Fruition,U.S.A,2011,Costa rica,Costa Rica,70.0,3.0,3,1,1,0,0,0,1,0,fatty,3
863,Fruition,U.S.A,2012,Peru,Peru,70.0,2.5,3,1,1,0,0,0,1,0,oily,3
1046,Fruition,U.S.A,2013,Dominican republic,La Red,70.0,3.75,3,1,1,0,0,0,1,0,dried fruit,2
1185,Fruition,U.S.A,2013,Ecuador,Camino Verde,75.0,3.0,3,1,1,0,0,0,1,0,sandy,4
1347,Fruition,U.S.A,2014,Trinidad,Gran Couva,70.0,3.75,3,1,1,0,0,0,1,0,delicate,3
1359,Fruition,U.S.A,2014,Peru,Maranon,76.0,3.0,3,1,1,0,0,0,1,0,acidic,4
1780,Fruition,U.S.A,2016,Costa rica,"Coto Brus, Heirloom, Batch 1",74.0,4.0,2,1,0,0,0,0,1,0,oily,3
1780,Fruition,U.S.A,2016,Bolivia,"Wild Bolivian, Batch 2",74.0,3.75,2,1,0,0,0,0,1,0,oily,2
2278,Fruition,U.S.A,2019,Madagascar,"Sambirano, Akessons, batch 1",74.0,3.75,2,1,0,0,0,0,1,0,balanced,4
2366,Fruition,U.S.A,2019,Colombia,"Tumaco, batch 2",85.0,3.5,2,1,0,0,0,0,1,0,black current,3
2202,Fu Wan,Taiwan,2018,Venezuela,Chuao,70.0,3.5,3,1,1,0,0,0,1,0,dried fruit,2
2190,Fu Wan,Taiwan,2018,Madagascar,Madagascar,70.0,3.0,2,1,0,0,0,0,1,0,grainy texture,3
2202,Fu Wan,Taiwan,2018,Tanzania,Tanzania,70.0,3.0,2,1,0,0,0,0,1,0,accessible,3
2174,Fu Wan,Taiwan,2018,Taiwan,"Taiwan, #1",70.0,2.5,3,1,1,0,0,0,1,0,cheesy off flavor,1
1367,Garden Island,U.S.A,2014,U.s.a.,"Kaua'i Island, Alea Estate +world",85.0,2.5,3,1,0,1,0,0,1,0,gritty,2
1642,Georgia Ramon,Germany,2015,Ghana,ABOCFA Coop,70.0,4.0,4,1,1,0,1,0,1,0,cocoa and coconut,1
1646,Georgia Ramon,Germany,2015,Dominican republic,Conacado Coop,70.0,3.5,4,1,1,0,1,0,1,0,sticky,4
1646,Georgia Ramon,Germany,2015,Dominican republic,Conacado Coop,80.0,3.5,4,1,1,0,1,0,1,0,deep cocoa,3
1646,Georgia Ramon,Germany,2015,Madagascar,Akesson P.,75.0,3.5,4,1,1,0,1,0,1,0,red fruit,4
1642,Georgia Ramon,Germany,2015,Madagascar,Akesson P.,65.0,3.25,4,1,1,0,1,0,1,0,sandy,3
2012,Georgia Ramon,Germany,2017,St. lucia,"Rabot Estate, Island Growers",77.0,3.5,3,1,1,0,0,0,1,0,chewy,3
2012,Georgia Ramon,Germany,2017,Venezuela,"Porcelana, La Orquidea, Santa Barbara, Zulia",75.0,3.5,3,1,1,0,0,0,1,0,fatty,3
2096,Georgia Ramon,Germany,2018,Guatemala,Cahabon E.,72.0,2.75,3,1,1,0,0,0,1,0,dry,4
2282,Georgia Ramon,Germany,2019,Venezuela,Chuao,75.0,2.75,3,1,1,0,0,0,1,0,earthy,3
1672,Glennmade,U.S.A,2015,Brazil,Bahia,66.0,3.0,2,1,0,0,0,0,1,0,mild woody,2
1848,Glennmade,U.S.A,2016,Belize,"Toledo District, 2015 Harvest",70.0,3.5,2,1,0,0,0,0,1,0,mild strawberry,2
